Article,Triplet,Title,Head,Relation,Tail
"Article 181  Lump sums, unit costs and flat-rate financing","('outputs', 'facet of', 'outputs andor')",TITLE VIII GRANTS,outputs,facet of,outputs andor
"Article 181  Lump sums, unit costs and flat-rate financing","('outputs andor', 'facet of', 'financial management')",TITLE VIII GRANTS,outputs andor,facet of,financial management
"Article 181  Lump sums, unit costs and flat-rate financing","('outputs andor', 'part of', 'financial management')",TITLE VIII GRANTS,outputs andor,part of,financial management
"Article 181  Lump sums, unit costs and flat-rate financing","('beneficiaries', 'instance of', 'work')",TITLE VIII GRANTS,beneficiaries,instance of,work
"Article 181  Lump sums, unit costs and flat-rate financing","('andor results', 'facet of', 'cost accounting')",TITLE VIII GRANTS,andor results,facet of,cost accounting
"Article 181  Lump sums, unit costs and flat-rate financing","('andor results', 'facet of', 'outputs')",TITLE VIII GRANTS,andor results,facet of,outputs
"Article 181  Lump sums, unit costs and flat-rate financing","('results', 'facet of', 'outputs')",TITLE VIII GRANTS,results,facet of,outputs
Article 182  Single lump sums,"('lump sum', 'part of', 'work')",TITLE VIII GRANTS,lump sum,part of,work
"Article 183  Checks and controls on beneficiaries related to lump sums, unit costs and flat rates","('outputs', 'instance of', 'outputs')",TITLE VIII GRANTS,outputs,instance of,outputs
"Article 183  Checks and controls on beneficiaries related to lump sums, unit costs and flat rates","('commission', 'CITES Appendix', 'article 181')",TITLE VIII GRANTS,commission,CITES Appendix,article 181
"Article 183  Checks and controls on beneficiaries related to lump sums, unit costs and flat rates","('article 131(4)', 'facet of', 'fraud')",TITLE VIII GRANTS,article 131(4),facet of,fraud
Article 186  Eligible costs,"('basic act', 'part of', 'act')",TITLE VIII GRANTS,basic act,part of,act
Article 186  Eligible costs,"('act', 'part of', 'act')",TITLE VIII GRANTS,act,part of,act
Article 186  Eligible costs,"('union', 'field of work', 'union')",TITLE VIII GRANTS,union,field of work,union
Article 186  Eligible costs,"('union', 'said to be the same as', 'union')",TITLE VIII GRANTS,union,said to be the same as,union
Article 186  Eligible costs,"('vat', 'main regulatory text', 'council directive 2006112ec')",TITLE VIII GRANTS,vat,main regulatory text,council directive 2006112ec
Article 186  Eligible costs,"('vat', 'main regulatory text', 'directive 2006112ec')",TITLE VIII GRANTS,vat,main regulatory text,directive 2006112ec
Article 186  Eligible costs,"('member state', 'main regulatory text', 'directive 2006112ec')",TITLE VIII GRANTS,member state,main regulatory text,directive 2006112ec
Article 186  Eligible costs,"('accounting records', 'facet of', 'sound financial management')",TITLE VIII GRANTS,accounting records,facet of,sound financial management
Article 186  Eligible costs,"('accounting standards', 'facet of', 'sound financial management')",TITLE VIII GRANTS,accounting standards,facet of,sound financial management
Article 186  Eligible costs,"('accounting standards', 'field of this occupation', 'accounting records')",TITLE VIII GRANTS,accounting standards,field of this occupation,accounting records
Article 186  Eligible costs,"('accounting standards', 'field of this occupation', 'sound financial management')",TITLE VIII GRANTS,accounting standards,field of this occupation,sound financial management
Article 186  Eligible costs,"('vat', 'foundational text', 'council')",TITLE VIII GRANTS,vat,foundational text,council
Article 186  Eligible costs,"('vat', 'main regulatory text', '2006112ec')",TITLE VIII GRANTS,vat,main regulatory text,2006112ec
Article 186  Eligible costs,"('2006112ec', 'main regulatory text', 'directive 2006112ec')",TITLE VIII GRANTS,2006112ec,main regulatory text,directive 2006112ec
Article 190  Co-financing,"('estimated budget', 'in opposition to', 'applicant')",TITLE VIII GRANTS,estimated budget,in opposition to,applicant
Article 190  Co-financing,"('volunteers', 'field of this occupation', 'volunteers')",TITLE VIII GRANTS,volunteers,field of this occupation,volunteers
Article 191  Principle of non-cumulative award and prohibition of double funding,"('acts', 'instance of', 'basic acts')",TITLE VIII GRANTS,acts,instance of,basic acts
Article 191  Principle of non-cumulative award and prohibition of double funding,"('acts', 'instance of', 'budget')",TITLE VIII GRANTS,acts,instance of,budget
Article 191  Principle of non-cumulative award and prohibition of double funding,"('basic acts', 'instance of', 'budget')",TITLE VIII GRANTS,basic acts,instance of,budget
Article 192  No-profit principle,"('noprofit', 'facet of', 'study')",TITLE VIII GRANTS,noprofit,facet of,study
Article 192  No-profit principle,"('noprofit', 'facet of', 'research')",TITLE VIII GRANTS,noprofit,facet of,research
Article 192  No-profit principle,"('union', 'instance of', 'study')",TITLE VIII GRANTS,union,instance of,study
Article 192  No-profit principle,"('union', 'instance of', 'research')",TITLE VIII GRANTS,union,instance of,research
Article 192  No-profit principle,"('research', 'facet of', 'study')",TITLE VIII GRANTS,research,facet of,study
Article 192  No-profit principle,"('union', 'field of work', 'study')",TITLE VIII GRANTS,union,field of work,study
Article 192  No-profit principle,"('union', 'field of work', 'research')",TITLE VIII GRANTS,union,field of work,research
Article 192  No-profit principle,"('union', 'foundational text', 'study')",TITLE VIII GRANTS,union,foundational text,study
Article 192  No-profit principle,"('union', 'part of', 'study')",TITLE VIII GRANTS,union,part of,study
Article 192  No-profit principle,"('union', 'part of', 'article 125(1)')",TITLE VIII GRANTS,union,part of,article 125(1)
Article 192  No-profit principle,"('research', 'facet of', 'union')",TITLE VIII GRANTS,research,facet of,union
Article 192  No-profit principle,"('research', 'part of', 'article 125(1)')",TITLE VIII GRANTS,research,part of,article 125(1)
Article 192  No-profit principle,"('research', 'published in', 'article 125(1)')",TITLE VIII GRANTS,research,published in,article 125(1)
Article 192  No-profit principle,"('study', 'part of', 'article 125(1)')",TITLE VIII GRANTS,study,part of,article 125(1)
Article 192  No-profit principle,"('research', 'stated in', 'nonprofit organisations')",TITLE VIII GRANTS,research,stated in,nonprofit organisations
Article 193  Principle of non-retroactivity,"('union', 'main regulatory text', 'annual activity report')",TITLE VIII GRANTS,union,main regulatory text,annual activity report
Article 195  Exceptions to calls for proposals,"('beneficiaries', 'main regulatory text', 'article 58')",TITLE VIII GRANTS,beneficiaries,main regulatory text,article 58
Article 195  Exceptions to calls for proposals,"('the work programme', 'foundational text', 'article 110')",TITLE VIII GRANTS,the work programme,foundational text,article 110
Article 196  Content of grant applications,"('rates', 'instance of', 'rates')",TITLE VIII GRANTS,rates,instance of,rates
Article 196  Content of grant applications,"('budget', 'main regulatory text', 'indirect management')",TITLE VIII GRANTS,budget,main regulatory text,indirect management
Article 197  Eligibility criteria,"('applicant entities', 'instance of', 'legal personality')",TITLE VIII GRANTS,applicant entities,instance of,legal personality
Article 197  Eligibility criteria,"('the jrc', 'foundational text', 'jrc')",TITLE VIII GRANTS,the jrc,foundational text,jrc
Article 197  Eligibility criteria,"('jrc', 'follows', 'the jrc')",TITLE VIII GRANTS,jrc,follows,the jrc
Article 198  Selection criteria,"('international organisationspersons', 'instance of', 'international organisations')",TITLE VIII GRANTS,international organisationspersons,instance of,international organisations
Article 200  Evaluation procedure,"('grant', 'conferred by', 'evaluation committee')",TITLE VIII GRANTS,grant,conferred by,evaluation committee
Article 201  Grant agreement,"('union', 'foundational text', 'the grant')",TITLE VIII GRANTS,union,foundational text,the grant
Article 202  Amount of the grant and extension of audit findings,"('audits', 'subclass of', 'fraud')",TITLE VIII GRANTS,audits,subclass of,fraud
Article 203  Supporting documents for payment requests,"('beneficiarys', 'instance of', 'beneficiarys')",TITLE VIII GRANTS,beneficiarys,instance of,beneficiarys
Article 203  Supporting documents for payment requests,"('beneficiarys statement', 'instance of', 'beneficiarys')",TITLE VIII GRANTS,beneficiarys statement,instance of,beneficiarys
Article 203  Supporting documents for payment requests,"('work', 'part of', 'work programme')",TITLE VIII GRANTS,work,part of,work programme
Article 203  Supporting documents for payment requests,"('grant', 'instance of', 'opinion')",TITLE VIII GRANTS,grant,instance of,opinion
Article 203  Supporting documents for payment requests,"('grant', 'said to be the same as', 'opinion')",TITLE VIII GRANTS,grant,said to be the same as,opinion
Article 203  Supporting documents for payment requests,"('beneficiarys', 'part of', 'beneficiarys')",TITLE VIII GRANTS,beneficiarys,part of,beneficiarys
Article 203  Supporting documents for payment requests,"('the action', 'part of', 'work')",TITLE VIII GRANTS,the action,part of,work
Article 203  Supporting documents for payment requests,"('action', 'part of', 'work')",TITLE VIII GRANTS,action,part of,work
Article 203  Supporting documents for payment requests,"('grant', 'instance of', 'the certificate')",TITLE VIII GRANTS,grant,instance of,the certificate
Article 204  Financial support to third parties,"('commission', 'part of', 'work')",TITLE VIII GRANTS,commission,part of,work
Article 206  General rules,"('prizes', 'conferred by', 'commission')",TITLE IX PRIZES,prizes,conferred by,commission
Article 206  General rules,"('the prizes', 'conferred by', 'commission')",TITLE IX PRIZES,the prizes,conferred by,commission
"Article 207  Rules of contest, award and publication","('193131243', 'subclass of', 'prize')",TITLE IX PRIZES,193131243,subclass of,prize
"Article 207  Rules of contest, award and publication","('contests', 'statement is subject of', 'prizes')",TITLE IX PRIZES,contests,statement is subject of,prizes
Article 208  Scope and implementation,"('the unions', 'member of', 'unions')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the unions,member of,unions
Article 208  Scope and implementation,"('commission', 'foundational text', 'article 129')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",commission,foundational text,article 129
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('union', 'instance of', 'additionality')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",union,instance of,additionality
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('dividends', 'industry', 'shared management revenue')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",dividends,industry,shared management revenue
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('capital gains', 'standards body', 'commission')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",capital gains,standards body,commission
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('capital gains', 'standards body', 'the commission')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",capital gains,standards body,the commission
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('internal assigned revenue', 'statement supported by', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",internal assigned revenue,statement supported by,budget
Article 209  Principles and conditions applicable to financial instruments and budgetary guarantees,"('article 215(5)', 'facet of', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",article 215(5),facet of,budget
Article 210  Financial liability of the Union,"('budgetary guarantees', 'issued by', 'basic act')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budgetary guarantees,issued by,basic act
Article 210  Financial liability of the Union,"('budget', 'follows', 'tfeu')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,follows,tfeu
Article 210  Financial liability of the Union,"('budget', 'follows', 'decision 2014335eu')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,follows,decision 2014335eu
Article 210  Financial liability of the Union,"('budget', 'follows', 'decision 2014335eu euratom')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,follows,decision 2014335eu euratom
Article 210  Financial liability of the Union,"('budget', 'foundational text', 'decision 2014335eu')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,foundational text,decision 2014335eu
Article 210  Financial liability of the Union,"('budget', 'foundational text', 'decision 2014335eu euratom')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,foundational text,decision 2014335eu euratom
Article 210  Financial liability of the Union,"('budget', 'part of', 'decision 2014335eu')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,part of,decision 2014335eu
Article 211  Provisioning of financial liabilities,"('commission', 'statement is subject of', 'basic act')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",commission,statement is subject of,basic act
Article 211  Provisioning of financial liabilities,"('l 193134', 'instance of', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",l 193134,instance of,budget
Article 211  Provisioning of financial liabilities,"('l 193134', 'part of', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",l 193134,part of,budget
Article 211  Provisioning of financial liabilities,"('l 193134', 'published in', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",l 193134,published in,budget
Article 211  Provisioning of financial liabilities,"('193134', 'part of', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",193134,part of,budget
Article 211  Provisioning of financial liabilities,"('budget', 'part of', 'l 193134')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,part of,l 193134
Article 211  Provisioning of financial liabilities,"('budget', 'part of', '193134')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,part of,193134
Article 211  Provisioning of financial liabilities,"('provisioning rate', 'supplement to', 'article 208(2)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",provisioning rate,supplement to,article 208(2)
Article 212  Common provisioning fund,"('eib', 'partnership with', 'commission')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",eib,partnership with,commission
Article 212  Common provisioning fund,"('budgetary guarantees', 'facet of', 'budgetary')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budgetary guarantees,facet of,budgetary
Article 212  Common provisioning fund,"('budgetary guarantees', 'facet of', 'prudential')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budgetary guarantees,facet of,prudential
Article 212  Common provisioning fund,"('budgetary guarantees', 'field of work', 'prudential')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budgetary guarantees,field of work,prudential
Article 212  Common provisioning fund,"('prudential rules', 'facet of', 'budgetary')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",prudential rules,facet of,budgetary
Article 212  Common provisioning fund,"('prudential rules', 'facet of', 'budgetary guarantees')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",prudential rules,facet of,budgetary guarantees
Article 212  Common provisioning fund,"('repurchase agreements', 'instance of', 'repurchase agreements')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",repurchase agreements,instance of,repurchase agreements
Article 213  Effective provisioning rate,"('guarantee', 'foundational text', 'guarantee calls')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",guarantee,foundational text,guarantee calls
Article 213  Effective provisioning rate,"('guarantee', 'part of', 'guarantee calls')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",guarantee,part of,guarantee calls
Article 213  Effective provisioning rate,"('guarantee calls', 'part of', 'guarantee')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",guarantee calls,part of,guarantee
Article 213  Effective provisioning rate,"('commissions', 'field of this occupation', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",commissions,field of this occupation,budget
Article 213  Effective provisioning rate,"('effective provisioning rate', 'facet of', 'effective provisioning')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",effective provisioning rate,facet of,effective provisioning
Article 213  Effective provisioning rate,"('the budget', 'foundational text', 'budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the budget,foundational text,budget
Article 213  Effective provisioning rate,"('the budget', 'foundational text', 'article 211(6)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the budget,foundational text,article 211(6)
Article 213  Effective provisioning rate,"('budget', 'foundational text', 'article 211(6)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,foundational text,article 211(6)
Article 213  Effective provisioning rate,"('the budget', 'foundational text', 'the budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the budget,foundational text,the budget
Article 213  Effective provisioning rate,"('budget', 'foundational text', 'the budget')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,foundational text,the budget
Article 215  Rules and implementation,"('budget', 'has cause', 'general revenue')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",budget,has cause,general revenue
Article 215  Rules and implementation,"('payments', 'instance of', 'basic act')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",payments,instance of,basic act
Article 215  Rules and implementation,"('acts', 'instance of', 'acts')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",acts,instance of,acts
Article 216  Financial instruments directly implemented by the Commission,"('external actions', 'field of work', 'member')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",external actions,field of work,member
Article 216  Financial instruments directly implemented by the Commission,"('the commission', 'part of', 'union')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the commission,part of,union
Article 217  Treatment of contributions from funds implemented under shared management,"('shared management', 'instance of', 'financial instruments')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",shared management,instance of,financial instruments
Article 217  Treatment of contributions from funds implemented under shared management,"('financial instruments', 'instance of', 'shared management')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",financial instruments,instance of,shared management
Article 217  Treatment of contributions from funds implemented under shared management,"('financial instruments', 'instance of', 'financial instruments')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",financial instruments,instance of,financial instruments
Article 217  Treatment of contributions from funds implemented under shared management,"('managing authorities', 'instance of', 'article 209(2)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",managing authorities,instance of,article 209(2)
Article 217  Treatment of contributions from funds implemented under shared management,"('shared management', 'instance of', 'article 209(2)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",shared management,instance of,article 209(2)
Article 217  Treatment of contributions from funds implemented under shared management,"('s', 'instance of', 'article 209(2)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",s,instance of,article 209(2)
Article 217  Treatment of contributions from funds implemented under shared management,"('s e', 'instance of', 'article 209(2)')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",s e,instance of,article 209(2)
Article 217  Treatment of contributions from funds implemented under shared management,"('managing authorities', 'instance of', 'financial instrument')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",managing authorities,instance of,financial instrument
Article 218  Rules for budgetary guarantees,"('basic', 'part of', 'basic')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",basic,part of,basic
Article 218  Rules for budgetary guarantees,"('basic', 'part of', 'basic act')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",basic,part of,basic act
Article 219  Implementation of budgetary guarantees,"('the union', 'instance of', 'defaults')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the union,instance of,defaults
Article 219  Implementation of budgetary guarantees,"('193138', 'instance of', '193138')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",193138,instance of,193138
Article 219  Implementation of budgetary guarantees,"('the union', 'foundational text', 'article 80')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the union,foundational text,article 80
Article 219  Implementation of budgetary guarantees,"('the union', 'instance of', 'article 80')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the union,instance of,article 80
Article 219  Implementation of budgetary guarantees,"('ipsas', 'foundational text', 'article 80')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",ipsas,foundational text,article 80
Article 220  Rules and implementation,"('the union', 'external auditor', 'commission olaf')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the union,external auditor,commission olaf
Article 220  Rules and implementation,"('union', 'external auditor', 'commission olaf')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",union,external auditor,commission olaf
Article 220  Rules and implementation,"('the union', 'foundational text', 'article 129')","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",the union,foundational text,article 129
Article 222  Principles,"('european political foundation', 'main regulatory text', 'eu euratom')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european political foundation,main regulatory text,eu euratom
Article 222  Principles,"('eu euratom', 'different from', 'european')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,eu euratom,different from,european
Article 222  Principles,"('european', 'foundational text', 'regulation')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european,foundational text,regulation
Article 222  Principles,"('eu euratom', 'foundational text', 'regulation')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,eu euratom,foundational text,regulation
Article 222  Principles,"('eu euratom', 'main regulatory text', 'regulation')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,eu euratom,main regulatory text,regulation
Article 222  Principles,"('european', 'foundational text', 'eu euratom')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european,foundational text,eu euratom
Article 224  Call for contributions,"('european parliament', 'legislative body', 'european parliament')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european parliament,legislative body,european parliament
Article 228  Use of contributions,"('european', 'country', 'european')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european,country,european
Article 229  Report on the use of the contributions,"('european', 'executive body', 'eu euratom')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european,executive body,eu euratom
Article 232  Record keeping,"('european political parties', 'instance of', 'olaf')",TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,european political parties,instance of,olaf
Article 234  Union trust funds for external actions,"('union trust funds', 'organizer', 'union')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,union trust funds,organizer,union
Article 234  Union trust funds for external actions,"('union trust funds', 'used by', 'union')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,union trust funds,used by,union
Article 234  Union trust funds for external actions,"('commission', 'founded by', 'the commission')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,commission,founded by,the commission
Article 234  Union trust funds for external actions,"('union trust funds', 'conferred by', 'the commission')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,union trust funds,conferred by,the commission
Article 235  Implementation of Union trust funds for external actions,"('commissions', 'external auditor', 'olaf')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,commissions,external auditor,olaf
Article 235  Implementation of Union trust funds for external actions,"('l 193144', 'foundational text', 'assigned')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,l 193144,foundational text,assigned
Article 236  Use of budget support,"('public finances', 'facet of', 'macroeconomic')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,public finances,facet of,macroeconomic
Article 236  Use of budget support,"('public finances', 'facet of', 'third country')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,public finances,facet of,third country
Article 236  Use of budget support,"('macroeconomic', 'facet of', 'third country')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,macroeconomic,facet of,third country
Article 236  Use of budget support,"('macroeconomic policies', 'facet of', 'third country')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,macroeconomic policies,facet of,third country
Article 236  Use of budget support,"('macroeconomic policies', 'facet of', 'macroeconomic')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,macroeconomic policies,facet of,macroeconomic
Article 238  Non-remunerated experts,"('persons', 'instance of', 'persons')",TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,persons,instance of,persons
Article 244  Budget implementation reports,"('budget', 'main regulatory text', 'decision')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,budget,main regulatory text,decision
Article 244  Budget implementation reports,"('euratom', 'statement is subject of', 'decision 2014335eu')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,euratom,statement is subject of,decision 2014335eu
Article 244  Budget implementation reports,"('implementation reports', 'follows', 'the financial year')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,implementation reports,follows,the financial year
Article 245  Provisional accounts,"('union', 'foundational text', 'article 241')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,union,foundational text,article 241
Article 246  Approval of the final consolidated accounts,"('article 241', 'external auditor', 'court of auditors')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,article 241,external auditor,court of auditors
Article 247  Integrated financial and accountability reporting,"('unions', 'inflows', 'euratom')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,unions,inflows,euratom
Article 247  Integrated financial and accountability reporting,"('unions', 'main regulatory text', 'article 318 tfeu')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,unions,main regulatory text,article 318 tfeu
Article 247  Integrated financial and accountability reporting,"('unions', 'foundational text', 'article 318 tfeu')",TITLE XIII ANNUAL ACCOUNTS AND OTHER FINANCIAL REPORTING,unions,foundational text,article 318 tfeu
Article 255  Rules and procedure on the audit,"('union', 'external auditor', 'it')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,union,external auditor,it
Article 255  Rules and procedure on the audit,"('it', 'foundational text', 'treaties')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,it,foundational text,treaties
Article 255  Rules and procedure on the audit,"('it', 'main regulatory text', 'treaties')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,it,main regulatory text,treaties
Article 255  Rules and procedure on the audit,"('the budget', 'external auditor', 'court of auditors')",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,the budget,external auditor,court of auditors
