Title,Articles,coreference_list_ready,coreference_paragraph_clean,triplets_clean_parag
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,‘multi-donor action’ means any action where union funds are pooled with at least one other donor;,multidonor action means any action where union funds are pooled with at least one other donor,"[[{'head': 'multidonor action', 'type': 'subclass of', 'tail': 'action'}], [{'head': 'multidonor action', 'type': 'instance of', 'tail': 'action'}], [{'head': 'multidonor action', 'type': 'participant', 'tail': 'union'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,‘multiplier effect’ means the investment by eligible final recipients divided by the amount of the union contribution;,multiplier effect means the investment by eligible final recipients divided by the amount of the union contribution,"[[{'head': 'union', 'type': 'field of work', 'tail': 'investment'}], [{'head': 'union contribution', 'type': 'subclass of', 'tail': 'investment'}], [{'head': 'multiplier effect', 'type': 'facet of', 'tail': 'investment'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,‘output’ means the deliverables generated by the action determined in accordance with sector-specific rules;,output means the deliverables generated by the action determined in accordance with sectorspecific rules,"[[{'head': 'output', 'type': 'subclass of', 'tail': 'deliverables'}], [], [{'head': 'outputs', 'type': 'subclass of', 'tail': 'deliverables'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘participant’ means a candidate or tenderer in a procurement procedure, an applicant in a grant award procedure, an expert in a procedure for selection of experts, an applicant in a contest for prizes or a person or entity participating in a procedure for implementing union funds pursuant to point (c) of the first subparagraph of article 62(1);",participant means a candidate or tenderer in a procurement procedure an applicant in a grant award procedure an expert in a procedure for selection of experts an applicant in a contest for prizes or a person or entity participating in a procedure for implementing union funds pursuant to point of the first subparagraph of article 62(1),"[[{'head': 'tenderer', 'type': 'facet of', 'tail': 'procurement'}], [{'head': 'tenderer', 'type': 'field of this occupation', 'tail': 'procurement'}], [{'head': 'tenderer', 'type': 'part of', 'tail': 'procurement'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘prize’ means a financial contribution given as a reward following a contest. where such a contribution is provided under direct management, such a contribution shall be governed by title ix;",prize means a financial contribution given as a reward following a contest. where such a contribution is provided under direct management such a contribution shall be governed by title ix,"[[{'head': 'prize', 'type': 'subclass of', 'tail': 'reward'}], [{'head': 'prize', 'type': 'said to be the same as', 'tail': 'reward'}, {'head': 'reward', 'type': 'said to be the same as', 'tail': 'prize'}], [{'head': 'prize', 'type': 'said to be the same as', 'tail': 'reward'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘procurement’ means the acquisition by means of a contract of works, supplies or services and the acquisition or rental of land, buildings or other immovable property, by one or more contracting authorities from economic operators chosen by those contracting authorities;",procurement means the acquisition by means of a contract of works supplies or services and the acquisition or rental of land buildings or other immovable property by one or more contracting authorities from economic operators chosen by those contracting authorities,"[[{'head': 'procurement', 'type': 'subclass of', 'tail': 'contract'}], [{'head': 'procurement', 'type': 'subclass of', 'tail': 'contract'}], [{'head': 'property', 'type': 'subclass of', 'tail': 'immovable'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘procurement document’ means any document produced or referred to by the contracting authority to describe or determine elements of the procurement procedure, including: (a) the publicity measures set out in article 163; (b) the invitation to tender; (c) the tender specifications, including the technical specifications and the relevant criteria, or the descriptive documents in the case of a competitive dialogue; (d) the draft contract;",procurement document means any document produced or referred to by the contracting authority to describe or determine elements of the procurement procedure including: the publicity measures set out in article 163 the invitation to tender the tender specifications including the technical specifications and the relevant criteria or the descriptive documents in the case of a competitive dialogue the draft contract,"[[{'head': 'procurement', 'type': 'participant', 'tail': 'contracting authority'}], [{'head': 'procurement procedure', 'type': 'participant', 'tail': 'contracting authority'}], [{'head': 'procurement procedure', 'type': 'facet of', 'tail': 'procurement'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘public contract’ means a contract for pecuniary interest concluded in writing between one or more economic operators and one or more contracting authorities within the meaning of articles 174 and 178, in order to obtain, against payment of a price paid in whole or in part from the budget, the supply of movable or immovable assets, the execution of works or the provision of services, comprising: (a) building contracts; (b) supply contracts; (c) works contracts; (d) service contracts;",public contract means a contract for pecuniary interest concluded in writing between one or more economic operators and one or more contracting authorities within the meaning of articles 174 and 178 in order to obtain against payment of a price paid in whole or in part from the budget the supply of movable or immovable assets the execution of works or the provision of services comprising: building contracts supply contracts works contracts service contracts,"[[{'head': 'public contract', 'type': 'subclass of', 'tail': 'contract'}], [{'head': 'building contract', 'type': 'subclass of', 'tail': 'contract'}], [{'head': 'service contract', 'type': 'subclass of', 'tail': 'contract'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘quasi-equity investment’ means a type of financing that ranks between equity and debt, having a higher risk than senior debt and a lower risk than common equity and which can be structured as debt, typically unsecured and subordinated and in some cases convertible into equity, or into preferred equity;",quasiequity investment means a type of financing that ranks between equity and debt having a higher risk than senior debt and a lower risk than common equity and which can be structured as debt typically unsecured and subordinated and in some cases convertible into equity or into preferred equity,"[[{'head': 'equity', 'type': 'subclass of', 'tail': 'financing'}], [{'head': 'subordinated', 'type': 'subclass of', 'tail': 'equity'}], [{'head': 'equity', 'type': 'subclass of', 'tail': 'financing'}, {'head': 'subordinated', 'type': 'subclass of', 'tail': 'equity'}]]"
"TITLE I 
SUBJECT MATTER, DEFINITIONS AND GENERAL PRINCIPLES ",Article 2  Definitions ,"‘recipient’ means a beneficiary, a contractor, a remunerated external expert or a person or entity receiving prizes or funds under a financial instrument or implementing union funds pursuant to point (c) of the first subparagraph of article 62(1);",recipient means a beneficiary a contractor a remunerated external expert or a person or entity receiving prizes or funds under a financial instrument or implementing union funds pursuant to point of the first subparagraph of article 62(1),"[[{'head': 'external expert', 'type': 'subclass of', 'tail': 'remunerated'}], [{'head': 'union funds', 'type': 'subclass of', 'tail': 'financial instrument'}], [{'head': 'contractor', 'type': 'subclass of', 'tail': 'expert'}]]"
